206,-349,326,360
205,-349,325,360
204,-349,324,360
204,-349,324,360
203,-349,323,360
202,-350,322,360
201,-350,321,360
201,-350,321,360
200,-350,320,360
200,-350,320,360
199,-350,319,360
199,-351,319,360
199,-351,319,360
199,-351,319,360
199,-352,319,360
198,-352,318,360
198,-352,318,360
198,-353,318,360
198,-353,318,360
198,-353,318,360
199,-354,319,360
199,-354,319,360
199,-354,319,360
199,-355,319,360
200,-355,320,360
200,-356,320,360
201,-356,321,360
202,-357,322,360
203,-358,323,360
204,-358,324,360
205,-359,325,360
205,0,325,360
206,0,326,360
206,0,326,360
207,0,327,360
207,0,327,360
207,0,327,360
207,0,327,360
207,0,327,360
207,0,327,360
207,0,327,360
207,0,327,360
206,0,326,360
206,0,326,360
206,0,326,360
206,0,326,360
206,0,326,360
206,-359,326,360
205,-359,325,360
205,-358,325,360
205,-357,325,360
205,-357,325,360
204,-356,324,360
204,-356,324,360
204,-355,324,360
203,-355,323,360
203,-355,323,360
202,-355,322,360
202,-354,322,360
201,-355,321,360
200,-355,320,360
200,-355,320,360
199,-355,319,360
199,-356,319,360
198,-356,318,360
197,-357,317,360
197,-357,317,360
196,-358,316,360
196,-359,316,360
195,-359,315,360
195,0,315,360
194,0,314,360
194,0,314,360
193,0,313,360
193,0,313,360
192,0,312,360
192,0,312,360
192,0,312,360
191,0,311,360
191,0,311,360
191,0,311,360
191,0,311,360
191,0,311,360
191,0,311,360
191,0,311,360
191,0,311,360
192,0,312,360
192,0,312,360
192,0,312,360
192,0,312,360
192,0,312,360
192,0,312,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
193,0,313,360
194,0,314,360
194,0,314,360
194,0,314,360
194,0,314,360
195,0,315,360
195,0,315,360
195,0,315,360
196,0,316,360
196,0,316,360
196,0,316,360
197,0,317,360
197,0,317,360
197,0,317,360
198,0,318,360
198,0,318,360
198,0,318,360
199,0,319,360
199,0,319,360
199,0,319,360
199,0,319,360
199,0,319,360
199,0,319,360
199,0,319,360
199,0,319,360
198,0,318,360
198,0,318,360
198,0,318,360
197,0,317,360
197,0,317,360
197,0,317,360
197,0,317,360
197,0,317,360
196,0,316,360
196,0,316,360
196,0,316,360
197,0,317,360
197,0,317,360
197,0,317,360
197,0,317,360
198,0,318,360
198,0,318,360
198,0,318,360
199,0,319,360
199,0,319,360
200,0,320,360
200,0,320,360
200,0,320,360
201,0,321,360
201,0,321,360
201,0,321,360
201,0,321,360
201,0,321,360
201,0,321,360
201,0,321,360
201,0,321,360
200,0,320,360
200,0,320,360
199,0,319,360
199,0,319,360
199,0,319,360
198,0,318,360
198,-359,318,360
198,-359,318,360
198,-359,318,360
198,-359,318,360
198,-359,318,360
198,-359,318,360
199,-359,319,360
199,-359,319,360
200,0,320,360
201,0,321,360
201,0,321,360
202,0,322,360
203,0,323,360
204,0,324,360
205,0,325,360
206,0,326,360
207,0,327,360
208,0,328,360
209,0,329,360
210,0,330,360
211,0,331,360
212,0,332,360
213,0,333,360
214,0,334,360
215,0,335,360
216,0,336,360
217,0,337,360
217,0,337,360
218,0,338,360
219,0,339,360
219,0,339,360
219,0,339,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
220,0,340,360
221,0,341,360
221,0,341,360
221,0,341,360
221,0,341,360
222,0,342,360
222,0,342,360
223,0,343,360
223,0,343,360
224,0,344,360
225,0,345,360
225,0,345,360
226,0,346,360
226,0,346,360
226,0,346,360
226,0,346,360
225,0,345,360
224,0,344,360
222,0,342,360
220,0,340,360
218,0,338,360
216,0,336,360
214,0,334,360
212,0,332,360
211,0,331,360
210,0,330,360
211,0,331,360
213,0,333,360
215,0,335,360
219,0,339,360
223,0,343,360
227,0,347,360
232,0,352,360
237,0,357,360
242,0,362,360
246,0,366,360
249,0,369,360
251,0,371,360
253,0,373,360
253,0,373,360
252,0,372,360
250,0,370,360
247,0,367,360
244,0,364,360
239,0,359,360
234,0,354,360
228,0,348,360
